Продукт,Калорийность,Белки,Жиры,Углеводы
        "Urglevodi": "9,5 г"
    },
    {
        "Title": "Сельдь с гарниром",
        "Calories": "201,6 кКал",
        "Proteins": "9,6 г",
        "Fats": "16,9 г",
        "Urglevodi": "3 г"
    },
    {
        "Title": "Сельдь с картофелем",
        "Calories": "174,5 кКал",
        "Proteins": "9,8 г",
        "Fats": "10,4 г",
        "Urglevodi": "11,1 г"
    },
    {
        "Title": "Сердце, легкие и другие субпродукты в соусе",
        "Calories": "140,3 кКал",
        "Proteins": "12,2 г",
        "Fats": "7,6 г",
        "Urglevodi": "6,1 г"
    },
    {
        "Title": "Сладкая запеканка из фасоли",
        "Calories": "299 кКал",
        "Proteins": "11,2 г",
        "Fats": "15,5 г",
        "Urglevodi": "30,5 г"
    },
    {
        "Title": "Сладкая картофельная запеканка",
        "Calories": "176,7 кКал",
        "Proteins": "3,9 г",
        "Fats": "11,6 г",
        "Urglevodi": "15 г"
    },
    {
        "Title": "Сладкая фасоль с грушами",
        "Calories": "157,7 кКал",
        "Proteins": "9,6 г",
        "Fats": "2,9 г",
        "Urglevodi": "24,9 г"
    },
    {
        "Title": "Солянка",
        "Calories": "34,9 кКал",
        "Proteins": "2 г",
        "Fats": "0,4 г",
        "Urglevodi": "6,2 г"
    },
    {
        "Title": "Солянка грибная",
        "Calories": "43,5 кКал",
        "Proteins": "1,3 г",
        "Fats": "3,4 г",
        "Urglevodi": "2 г"
    },
    {
        "Title": "Солянка из рыбы на сковороде",
        "Calories": "135,8 кКал",
        "Proteins": "14,1 г",
        "Fats": "6,6 г",
        "Urglevodi": "5,3 г"
    },
    {
        "Title": "Солянка овощная",
        "Calories": "124,9 кКал",
        "Proteins": "3,2 г",
        "Fats": "8,2 г",
        "Urglevodi": "10,2 г"
    },
    {
        "Title": "Солянка по-казански (солянка с черносливом - татарское национальное блюдо)",
        "Calories": "58,6 кКал",
        "Proteins": "2,6 г",
        "Fats": "3,4 г",
        "Urglevodi": "4,6 г"
    },
    {
        "Title": "Солянка рыбная",
        "Calories": "96,9 кКал",
        "Proteins": "13,3 г",
        "Fats": "3,8 г",
        "Urglevodi": "2,5 г"
    },
    {
        "Title": "Солянка сборная мясная",
        "Calories": "68,7 кКал",
        "Proteins": "5,2 г",
        "Fats": "4,6 г",
        "Urglevodi": "1,7 г"
    },
    {
        "Title": "Солянка сборная мясная на сковороде",
        "Calories": "152,5 кКал",
        "Proteins": "9 г",
        "Fats": "10,5 г",
        "Urglevodi": "5,8 г"
    },
    {
        "Title": "Спаржа в соусе",
        "Calories": "70 кКал",
        "Proteins": "2,6 г",
        "Fats": "4,8 г",
        "Urglevodi": "4,4 г"
    },
    {
        "Title": "Спаржа с сыром",
        "Calories": "175,7 кКал",
        "Proteins": "5,5 г",
        "Fats": "16,1 г",
        "Urglevodi": "2,3 г"
    },
    {
        "Title": "Спаржа со сливочным маслом",
        "Calories": "46,3 кКал",
        "Proteins": "1,8 г",
        "Fats": "3 г",
        "Urglevodi": "3,2 г"
    },
    {
        "Title": "Спаржевая фасоль в яйце",
        "Calories": "256,1 кКал",
        "Proteins": "6 г",
        "Fats": "19,1 г",
        "Urglevodi": "16 г"
    },
    {
        "Title": "Старинная запеканка из лосося",
        "Calories": "104,2 кКал",
        "Proteins": "10,4 г",
        "Fats": "3,1 г",
        "Urglevodi": "9,3 г"
    },
    {
        "Title": "Строганина из рыбы (национальное блюдо народов Севера)",
        "Calories": "172,6 кКал",
        "Proteins": "34,3 г",
        "Fats": "3,9 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Стручковая фасоль с творогом",
        "Calories": "119,1 кКал",
        "Proteins": "5,7 г",
        "Fats": "9,6 г",
        "Urglevodi": "2,6 г"
    },
    {
        "Title": "Стручковая фасоль с яичницей",
        "Calories": "109,6 кКал",
        "Proteins": "4,2 г",
        "Fats": "8,7 г",
        "Urglevodi": "4 г"
    },
    {
        "Title": "Стручковая фасоль тушеная",
        "Calories": "136,6 кКал",
        "Proteins": "3,2 г",
        "Fats": "11,5 г",
        "Urglevodi": "5,3 г"
    },
    {
        "Title": "Судак в соусе \"Рокфор\"",
        "Calories": "128,5 кКал",
        "Proteins": "7,7 г",
        "Fats": "10,2 г",
        "Urglevodi": "1,7 г"
    },
    {
        "Title": "Судак или щука фаршированные (целиком)",
        "Calories": "153,2 кКал",
        "Proteins": "11,1 г",
        "Fats": "6,8 г",
        "Urglevodi": "12,7 г"
    },
    {
        "Title": "Судак, запеченный с картофелем",
        "Calories": "88,1 кКал",
        "Proteins": "5,6 г",
        "Fats": "4,9 г",
        "Urglevodi": "5,9 г"
    },
    {
        "Title": "Творожники вареные из картофеля",
        "Calories": "107,2 кКал",
        "Proteins": "5,8 г",
        "Fats": "4,2 г",
        "Urglevodi": "12,3 г"
    },
    {
        "Title": "Тельное из рыбы",
        "Calories": "194,6 кКал",
        "Proteins": "11,4 г",
        "Fats": "10,9 г",
        "Urglevodi": "13,5 г"
    },
    {
        "Title": "Тефтели",
        "Calories": "158,5 кКал",
        "Proteins": "9,8 г",
        "Fats": "9 г",
        "Urglevodi": "10,1 г"
    },
    {
        "Title": "Тефтели (1-й вариант)",
        "Calories": "315,9 кКал",
        "Proteins": "18,7 г",
        "Fats": "22,1 г",
        "Urglevodi": "11,2 г"
    },
    {
        "Title": "Тефтели (2-ой вариант)",
        "Calories": "304,5 кКал",
        "Proteins": "17,5 г",
        "Fats": "21,1 г",
        "Urglevodi": "11,9 г"
    },
    {
        "Title": "Тефтели из мяса кролика",
        "Calories": "105,9 кКал",
        "Proteins": "7,1 г",
        "Fats": "5,9 г",
        "Urglevodi": "6,5 г"
    },
    {
        "Title": "Тефтели рыбные",
        "Calories": "303,5 кКал",
        "Proteins": "12,6 г",
        "Fats": "7,9 г",
        "Urglevodi": "48,6 г"
    },
    {
        "Title": "Треска с горчичным соусом",
        "Calories": "127,5 кКал",
        "Proteins": "8,1 г",
        "Fats": "8,5 г",
        "Urglevodi": "4,9 г"
    },
    {
        "Title": "Тулма (голубцы - татарское национальное блюдо)",
        "Calories": "181,8 кКал",
        "Proteins": "9,3 г",
        "Fats": "13 г",
        "Urglevodi": "7,4 г"
    },
    {
        "Title": "Тушеная морковь со стручковой фасолью",
        "Calories": "38,5 кКал",
        "Proteins": "2,1 г",
        "Fats": "1,7 г",
        "Urglevodi": "3,9 г"
    },
    {
        "Title": "Тушеная ставрида",
        "Calories": "70,3 кКал",
        "Proteins": "6 г",
        "Fats": "3,9 г",
        "Urglevodi": "3,1 г"
    },
    {
        "Title": "Тушенная кольраби",
        "Calories": "74 кКал",
        "Proteins": "4,1 г",
        "Fats": "5,1 г",
        "Urglevodi": "3,3 г"
    },
    {
        "Title": "Тушеное филе хека",
        "Calories": "137 кКал",
        "Proteins": "7,7 г",
        "Fats": "11,1 г",
        "Urglevodi": "1,7 г"
    },
    {
        "Title": "Тушеный кролик",
        "Calories": "166,9 кКал",
        "Proteins": "10,4 г",
        "Fats": "12,9 г",
        "Urglevodi": "2,4 г"
    },
    {
        "Title": "Тушеный стручковый перец",
        "Calories": "142,9 кКал",
        "Proteins": "1,3 г",
        "Fats": "13,3 г",
        "Urglevodi": "4,7 г"
    },
    {
        "Title": "Тыква в сладком маринаде",
        "Calories": "90,7 кКал",
        "Proteins": "0,4 г",
        "Fats": "0,04 г",
        "Urglevodi": "23,7 г"
    },
    {
        "Title": "Тыква отварная",
        "Calories": "116,9 кКал",
        "Proteins": "2,6 г",
        "Fats": "7,9 г",
        "Urglevodi": "9,4 г"
    },
    {
        "Title": "Тыква, кабачки, баклажаны жареные",
        "Calories": "89,7 кКал",
        "Proteins": "2,1 г",
        "Fats": "6 г",
        "Urglevodi": "7,2 г"
    },
    {
        "Title": "Уральские сардельки",
        "Calories": "295,2 кКал",
        "Proteins": "10,2 г",
        "Fats": "26,7 г",
        "Urglevodi": "3,8 г"
    },
    {
        "Title": "Утка тушеная с грибами",
        "Calories": "170 кКал",
        "Proteins": "5,8 г",
        "Fats": "16 г",
        "Urglevodi": "0,7 г"
    },
    {
        "Title": "Утка, фаршированная картофелем и черносливом",
        "Calories": "340 кКал",
        "Proteins": "10,5 г",
        "Fats": "26,1 г",
        "Urglevodi": "16,9 г"
    },
    {
        "Title": "Фальшивые \"куриные\" котлеты",
        "Calories": "157,4 кКал",
        "Proteins": "10,5 г",
        "Fats": "4,6 г",
        "Urglevodi": "19,8 г"
    },
    {
        "Title": "Фальшивый заяц",
        "Calories": "209,5 кКал",
        "Proteins": "14 г",
        "Fats": "16,8 г",
        "Urglevodi": "0,7 г"
    },
    {
        "Title": "Фаршированная кольраби",
        "Calories": "140,6 кКал",
        "Proteins": "9,6 г",
        "Fats": "10,3 г",
        "Urglevodi": "2,6 г"
    },
    {
        "Title": "Фаршированные огурцы",
        "Calories": "102 кКал",
        "Proteins": "1,6 г",
        "Fats": "9,3 г",
        "Urglevodi": "3,2 г"
    },
    {
        "Title": "Фаршированный лук",
        "Calories": "152,6 кКал",
        "Proteins": "5,6 г",
        "Fats": "11,2 г",
        "Urglevodi": "7,8 г"
    },
    {
        "Title": "Фаршированный чернослив",
        "Calories": "174,5 кКал",
        "Proteins": "5,9 г",
        "Fats": "1 г",
        "Urglevodi": "38 г"
    },
    {
        "Title": "Фасоль овощная отварная",
        "Calories": "24,7 кКал",
        "Proteins": "2,492 г",
        "Fats": "0,305 г",
        "Urglevodi": "2,918 г"
    },
    {
        "Title": "Фасоль с огурцами",
        "Calories": "107,2 кКал",
        "Proteins": "4,8 г",
        "Fats": "5,5 г",
        "Urglevodi": "10,2 г"
    },
    {
        "Title": "Фасоль с черносливом",
        "Calories": "316,5 кКал",
        "Proteins": "8,7 г",
        "Fats": "12,8 г",
        "Urglevodi": "44,4 г"
    },
    {
        "Title": "Фасоль с яблоками",
        "Calories": "209,1 кКал",
        "Proteins": "10,2 г",
        "Fats": "3,4 г",
        "Urglevodi": "36,8 г"
    },
    {
        "Title": "Филе",
        "Calories": "374,5 кКал",
        "Proteins": "33,2 г",
        "Fats": "26,8 г",
        "Urglevodi": "0,04 г"
    },
    {
        "Title": "Филе из кур или дичи фаршированное",
        "Calories": "335,4 кКал",
        "Proteins": "17 г",
        "Fats": "27,1 г",
        "Urglevodi": "6,1 г"
    },
    {
        "Title": "Филе индейки, фаршированное яблоками и черносливом",
        "Calories": "255,5 кКал",
        "Proteins": "12,2 г",
        "Fats": "14,9 г",
        "Urglevodi": "19,4 г"
    },
    {
        "Title": "Филе морского гребешка, жаренное во фритюре",
        "Calories": "251,5 кКал",
        "Proteins": "22,1 г",
        "Fats": "13,2 г",
        "Urglevodi": "11,7 г"
    },
    {
        "Title": "Филе птицы или дичи под майонезом",
        "Calories": "400,2 кКал",
        "Proteins": "16,7 г",
        "Fats": "33,3 г",
        "Urglevodi": "9,1 г"
    },
    {
        "Title": "Филе с помидорами и соусом",
        "Calories": "235,1 кКал",
        "Proteins": "12,7 г",
        "Fats": "16,7 г",
        "Urglevodi": "9,1 г"
    },
    {
        "Title": "Филе с соусом",
        "Calories": "288 кКал",
        "Proteins": "20,2 г",
        "Fats": "19,9 г",
        "Urglevodi": "7,5 г"
    },
    {
        "Title": "Филе скумбрии по-гречески",
        "Calories": "78,4 кКал",
        "Proteins": "4,6 г",
        "Fats": "4,2 г",
        "Urglevodi": "5,9 г"
    },
    {
        "Title": "Форшмак",
        "Calories": "245,3 кКал",
        "Proteins": "6,9 г",
        "Fats": "21,7 г",
        "Urglevodi": "6 г"
    },
    {
        "Title": "Форшмак картофельный с сельдью",
        "Calories": "255,6 кКал",
        "Proteins": "8,7 г",
        "Fats": "21,1 г",
        "Urglevodi": "8,4 г"
    },
    {
        "Title": "Фрикадельки мясные",
        "Calories": "263 кКал",
        "Proteins": "28,7 г",
        "Fats": "16 г",
        "Urglevodi": "1 г"
    },
    {
        "Title": "Фрикадельки рыбные",
        "Calories": "152,6 кКал",
        "Proteins": "21,6 г",
        "Fats": "6,7 г",
        "Urglevodi": "1,6 г"
    },
    {
        "Title": "Хрюшка из картофеля",
        "Calories": "130,2 кКал",
        "Proteins": "4,8 г",
        "Fats": "9,3 г",
        "Urglevodi": "7,2 г"
    },
    {
        "Title": "Цветная капуста отварная",
        "Calories": "178,8 кКал",
        "Proteins": "1,3 г",
        "Fats": "18,3 г",
        "Urglevodi": "2,3 г"
    },
    {
        "Title": "Цветная капуста под голландским соусом",
        "Calories": "52,4 кКал",
        "Proteins": "2,3 г",
        "Fats": "3,2 г",
        "Urglevodi": "3,8 г"
    },
    {
        "Title": "Цветная капуста под соусом",
        "Calories": "123,2 кКал",
        "Proteins": "2,3 г",
        "Fats": "10,9 г",
        "Urglevodi": "4,2 г"
    },
    {
        "Title": "Цветная капуста с морковью",
        "Calories": "72,3 кКал",
        "Proteins": "1,5 г",
        "Fats": "5,9 г",
        "Urglevodi": "3,5 г"
    },
    {
        "Title": "Цветная капуста с морковью и сельдереем",
        "Calories": "49,1 кКал",
        "Proteins": "1,2 г",
        "Fats": "3,1 г",
        "Urglevodi": "4,4 г"
    },
    {
        "Title": "Цветная капуста с помидорами",
        "Calories": "46,3 кКал",
        "Proteins": "2,2 г",
        "Fats": "2,5 г",
        "Urglevodi": "3,9 г"
    },
    {
        "Title": "Цепелинай с мясом",
        "Calories": "41,3 кКал",
        "Proteins": "1,2 г",
        "Fats": "2,9 г",
        "Urglevodi": "2,8 г"
    },
    {
        "Title": "Цеппелины (Литовская кухня)",
        "Calories": "116,8 кКал",
        "Proteins": "4,1 г",
        "Fats": "8,9 г",
        "Urglevodi": "5,4 г"
    },
    {
        "Title": "Цимес \"Еврейский\" (тушеные овощи)",
        "Calories": "135,7 кКал",
        "Proteins": "3,1 г",
        "Fats": "6,3 г",
        "Urglevodi": "17,7 г"
    },
    {
        "Title": "Цуккини в сырной панировке",
        "Calories": "100,9 кКал",
        "Proteins": "6,2 г",
        "Fats": "4,8 г",
        "Urglevodi": "8,9 г"
    },
    {
        "Title": "Цыпленок с пряностями",
        "Calories": "167,3 кКал",
        "Proteins": "15 г",
        "Fats": "11,3 г",
        "Urglevodi": "1,6 г"
    },
    {
        "Title": "Цыплята табака (грузинское национальное блюдо)",
        "Calories": "350,5 кКал",
        "Proteins": "29,2 г",
        "Fats": "24,8 г",
        "Urglevodi": "2,8 г"
    },
    {
        "Title": "Цыплята, тушенные с морковью и репой",
        "Calories": "250,8 кКал",
        "Proteins": "11,8 г",
        "Fats": "19,5 г",
        "Urglevodi": "7,4 г"
    },
    {
        "Title": "Чахохбили из курицы",
        "Calories": "119,7 кКал",
        "Proteins": "6,9 г",
        "Fats": "8,9 г",
        "Urglevodi": "3,3 г"
    },
    {
        "Title": "Чебуреки",
        "Calories": "279,3 кКал",
        "Proteins": "12,5 г",
        "Fats": "15,6 г",
        "Urglevodi": "23,6 г"
    },
    {
        "Title": "Чолнт-фиш",
        "Calories": "142,7 кКал",
        "Proteins": "8 г",
        "Fats": "11,1 г",
        "Urglevodi": "3 г"
    },
    {
        "Title": "Шашлык из баранины, говядины или свинины",
        "Calories": "154,5 кКал",
        "Proteins": "11,3 г",
        "Fats": "10,5 г",
        "Urglevodi": "4 г"
    },
    {
        "Title": "Шашлык из говядины",
        "Calories": "465,5 кКал",
        "Proteins": "22,1 г",
        "Fats": "40,8 г",
        "Urglevodi": "2,7 г"
    },
    {
        "Title": "Шницель",
        "Calories": "456,2 кКал",
        "Proteins": "16,5 г",
        "Fats": "39,2 г",
        "Urglevodi": "9,9 г"
    },
    {
        "Title": "Шницель из капусты",
        "Calories": "149,2 кКал",
        "Proteins": "3,3 г",
        "Fats": "10,9 г",
        "Urglevodi": "10,1 г"
    },
    {
        "Title": "Шницель из разных овощей в молочном соусе",
        "Calories": "180 кКал",
        "Proteins": "4,2 г",
        "Fats": "12,7 г",
        "Urglevodi": "13 г"
    },
    {
        "Title": "Шницель натуральный рубленый",
        "Calories": "539,6 кКал",
        "Proteins": "20,3 г",
        "Fats": "47,7 г",
        "Urglevodi": "7,9 г"
    },
    {
        "Title": "Шницель рыбный натуральный",
        "Calories": "203,3 кКал",
        "Proteins": "14,6 г",
        "Fats": "11,7 г",
        "Urglevodi": "10,7 г"
    },
    {
        "Title": "Шурпа",
        "Calories": "44,3 кКал",
        "Proteins": "2,2 г",
        "Fats": "2,4 г",
        "Urglevodi": "3,7 г"
    },
    {
        "Title": "Шурпа в горшочке (дагестанское национальное блюдо)",
        "Calories": "76,9 кКал",
        "Proteins": "5,2 г",
        "Fats": "3,5 г",
        "Urglevodi": "6,6 г"
    },
    {
        "Title": "Эскалоп",
        "Calories": "486,6 кКал",
        "Proteins": "19 г",
        "Fats": "42,8 г",
        "Urglevodi": "6,8 г"
    },
    {
        "Title": "Язык говяжий \"по-кавказски\"",
        "Calories": "182,2 кКал",
        "Proteins": "9,5 г",
        "Fats": "12,3 г",
        "Urglevodi": "8,9 г"
    },
    {
        "Title": "Язык отварной в соусе",
        "Calories": "206,7 кКал",
        "Proteins": "19,1 г",
        "Fats": "14,1 г",
        "Urglevodi": "0,9 г"
    },
    {
        "Title": "Яичница глазунья (натуральная)",
        "Calories": "240,8 кКал",
        "Proteins": "15,9 г",
        "Fats": "19,3 г",
        "Urglevodi": "1 г"
    },
    {
        "Title": "Яичница глазунья с мясными продуктами",
        "Calories": "294 кКал",
        "Proteins": "18,6 г",
        "Fats": "24,1 г",
        "Urglevodi": "0,8 г"
    },
    {
        "Title": "Яичница глазунья с овощами или грибами",
        "Calories": "257,1 кКал",
        "Proteins": "18,2 г",
        "Fats": "14,4 г",
        "Urglevodi": "14,6 г"
    },
    {
        "Title": "Яичница с курицей и грибами",
        "Calories": "210,4 кКал",
        "Proteins": "8,6 г",
        "Fats": "18,1 г",
        "Urglevodi": "3,4 г"
    },
    {
        "Title": "Яйца под майонезом с гарниром",
        "Calories": "251 кКал",
        "Proteins": "7,2 г",
        "Fats": "22,8 г",
        "Urglevodi": "4,4 г"
    },
    {
        "Title": "Яйца фаршированные сельдью и луком",
        "Calories": "160,4 кКал",
        "Proteins": "7,3 г",
        "Fats": "12,6 г",
        "Urglevodi": "4,7 г"
    },
    {
        "Title": "Яйца, фаршированные креветками",
        "Calories": "226,6 кКал",
        "Proteins": "19,1 г",
        "Fats": "15,9 г",
        "Urglevodi": "1,8 г"
    }
]
